SR_VILLAGE,ROUND_NO,SCHEDULE_NO,SAMPLE,SECTOR,STATE_REGION,DISTRICT_CD,STRATUM_NO,SUB_STRAT_NO,SUB_ROUND_NO,SUB_SAMPLE_NO,FOD,HG_SB_NO,SSS_NO,SAMPLE_HH_NO,SR_NO_INFORMANT,RESPONSE_CODE,SURVEY_CD,REASON_CD,SRL_NO,ELE_NO,BLK,ROUND,ID_KEY
43497,71,252,2,2,272,25,25,3,1,1,0,1,2,2,1,1,1,,1,1,1,71,1012882
43497,71,252,2,2,272,25,25,3,1,1,0,1,3,1,2,1,1,,1,1,1,71,1012883
43497,71,252,2,2,272,25,25,3,1,1,0,2,1,1,1,1,1,,1,1,1,71,1012884
43497,71,252,2,2,272,25,25,3,1,1,0,2,2,1,1,1,1,,1,1,1,71,1012885
43760,71,252,2,2,272,30,30,1,2,1,0,1,2,6,1,1,1,,1,1,1,71,1012906
43760,71,252,2,2,272,30,30,1,2,1,0,1,3,1,1,1,1,,1,1,1,71,1012907
43760,71,252,2,2,272,30,30,1,2,1,0,1,3,2,4,1,2,2,1,1,1,71,1012908
34415,71,252,2,1,272,25,25,7,1,1,0,1,1,1,2,1,1,,1,1,1,71,1012909
34415,71,252,2,1,272,25,25,7,1,1,0,1,2,1,1,1,1,,1,1,1,71,1012910
34415,71,252,2,1,272,25,25,7,1,1,0,1,2,2,2,1,1,,1,1,1,71,1012911
34415,71,252,2,1,272,25,25,7,1,1,0,1,3,1,1,1,1,,1,1,1,71,1012912
34415,71,252,2,1,272,25,25,7,1,1,0,2,1,1,1,1,1,,1,1,1,71,1012913
34415,71,252,2,1,272,25,25,7,1,1,0,2,2,1,2,1,1,,1,1,1,71,1012914
34415,71,252,2,1,272,25,25,7,1,1,0,2,2,2,1,1,1,,1,1,1,71,1012915
43669,71,252,2,2,272,25,67,1,1,1,0,1,3,2,1,1,1,,1,1,1,71,1012916
43927,71,252,2,2,272,25,67,2,2,2,0,1,1,1,2,3,1,,1,1,1,71,1012917
43927,71,252,2,2,272,25,67,2,2,2,0,1,2,2,1,3,1,,1,1,1,71,1012919
43927,71,252,2,2,272,25,67,2,2,2,0,1,2,3,8,1,1,,1,1,1,71,1012920
43927,71,252,2,2,272,25,67,2,2,2,0,1,2,4,2,1,1,,1,1,1,71,1012921
43927,71,252,2,2,272,25,67,2,2,2,0,1,3,1,1,1,1,,1,1,1,71,1012922
43927,71,252,2,2,272,25,67,2,2,2,0,1,3,2,2,1,1,,1,1,1,71,1012923
43927,71,252,2,2,272,25,67,2,2,2,0,1,2,1,1,3,1,,1,1,1,71,1012924
43749,71,252,2,2,272,25,25,1,2,1,0,1,1,1,3,1,1,,1,1,1,71,1012925
34411,71,252,2,1,272,25,25,3,1,1,0,2,1,1,3,1,1,,1,1,1,71,1012926
34411,71,252,2,1,272,25,25,3,1,1,0,2,2,1,1,1,1,,1,1,1,71,1012927
34411,71,252,2,1,272,25,25,3,1,1,0,2,2,2,1,1,1,,1,1,1,71,1012928
34411,71,252,2,1,272,25,25,3,1,1,0,2,3,1,1,1,1,,1,1,1,71,1012929
34413,71,252,2,1,272,25,25,5,1,1,0,1,1,1,5,1,1,,1,1,1,71,1012930
34413,71,252,2,1,272,25,25,5,1,1,0,1,2,1,2,1,1,,1,1,1,71,1012931
34413,71,252,2,1,272,25,25,5,1,1,0,1,2,2,3,1,2,2,1,1,1,71,1012932
34413,71,252,2,1,272,25,25,5,1,1,0,1,3,1,1,1,1,,1,1,1,71,1012933
34413,71,252,2,1,272,25,25,5,1,1,0,2,1,1,1,1,1,,1,1,1,71,1012934
34413,71,252,2,1,272,25,25,5,1,1,0,2,2,1,2,1,1,,1,1,1,71,1012935
43911,71,252,2,2,272,25,66,2,2,1,0,1,2,3,3,1,2,2,1,1,1,71,1012966
43911,71,252,2,2,272,25,66,2,2,1,0,1,2,4,2,1,1,,1,1,1,71,1012967
43911,71,252,2,2,272,25,66,2,2,1,0,1,3,1,2,1,1,,1,1,1,71,1012968
43911,71,252,2,2,272,25,66,2,2,1,0,1,3,2,2,1,1,,1,1,1,71,1012969
43677,71,252,2,2,272,25,67,6,1,1,0,1,1,1,1,1,1,,1,1,1,71,1012970
43677,71,252,2,2,272,25,67,6,1,1,0,1,1,2,2,1,1,,1,1,1,71,1012971
43677,71,252,2,2,272,25,67,6,1,1,0,1,2,1,1,1,1,,1,1,1,71,1012972
43677,71,252,2,2,272,25,67,6,1,1,0,1,2,2,2,1,1,,1,1,1,71,1012973
43677,71,252,2,2,272,25,67,6,1,1,0,1,2,3,3,1,2,2,1,1,1,71,1012974
43677,71,252,2,2,272,25,67,6,1,1,0,1,2,4,2,1,2,2,1,1,1,71,1012975
43924,71,252,2,2,272,25,67,1,2,1,0,1,1,2,2,2,1,,1,1,1,71,1012976
43924,71,252,2,2,272,25,67,1,2,1,0,1,2,1,3,1,1,,1,1,1,71,1012977
43924,71,252,2,2,272,25,67,1,2,1,0,1,2,2,2,1,1,,1,1,1,71,1012978
43924,71,252,2,2,272,25,67,1,2,1,0,1,2,3,2,1,1,,1,1,1,71,1012979
43924,71,252,2,2,272,25,67,1,2,1,0,1,2,4,1,3,1,,1,1,1,71,1012980
43924,71,252,2,2,272,25,67,1,2,1,0,1,3,1,2,1,1,,1,1,1,71,1012981
43924,71,252,2,2,272,25,67,1,2,1,0,1,3,2,1,3,1,,1,1,1,71,1012982
34442,71,252,2,1,272,30,30,3,1,2,0,1,1,1,1,1,1,,1,1,1,71,1012983
34442,71,252,2,1,272,30,30,3,1,2,0,1,2,1,2,1,1,,1,1,1,71,1012984
34442,71,252,2,1,272,30,30,3,1,2,0,1,2,2,6,1,1,,1,1,1,71,1012985
34415,71,252,2,1,272,25,25,7,1,1,0,2,3,1,1,1,1,,1,1,1,71,1012996
43660,71,252,2,2,272,25,66,5,1,1,0,1,1,1,1,1,1,,1,1,1,71,1012997
43660,71,252,2,2,272,25,66,5,1,1,0,1,1,2,1,1,1,,1,1,1,71,1012998
43660,71,252,2,2,272,25,66,5,1,1,0,1,2,1,2,1,1,,1,1,1,71,1012999
43660,71,252,2,2,272,25,66,5,1,1,0,1,2,2,1,1,2,2,1,1,1,71,1013000
43660,71,252,2,2,272,25,66,5,1,1,0,1,2,3,1,1,1,,1,1,1,71,1013001
43660,71,252,2,2,272,25,66,5,1,1,0,1,2,4,2,1,2,2,1,1,1,71,1013002
43660,71,252,2,2,272,25,66,5,1,1,0,1,3,1,1,1,1,,1,1,1,71,1013003
43660,71,252,2,2,272,25,66,5,1,1,0,1,3,2,1,1,2,2,1,1,1,71,1013004
43910,71,252,2,2,272,25,66,1,2,2,0,1,1,1,1,1,1,,1,1,1,71,1013005
34440,71,252,2,1,272,30,30,1,1,2,0,1,2,4,1,1,2,2,1,1,1,71,1013016
34440,71,252,2,1,272,30,30,1,1,2,0,1,3,1,1,1,1,,1,1,1,71,1013017
43654,71,252,2,2,272,25,66,1,1,1,0,1,1,1,3,1,2,2,1,1,1,71,1013019
43654,71,252,2,2,272,25,66,1,1,1,0,1,1,2,2,4,2,2,1,1,1,71,1013020
43654,71,252,2,2,272,25,66,1,1,1,0,1,2,1,1,1,1,,1,1,1,71,1013021
43654,71,252,2,2,272,25,66,1,1,1,0,1,2,2,1,1,2,2,1,1,1,71,1013022
43654,71,252,2,2,272,25,66,1,1,1,0,1,2,3,1,1,1,,1,1,1,71,1013023
43654,71,252,2,2,272,25,66,1,1,1,0,1,2,4,3,1,1,,1,1,1,71,1013024
43654,71,252,2,2,272,25,66,1,1,1,0,1,3,1,1,1,1,,1,1,1,71,1013025
34412,71,252,2,1,272,25,25,4,1,2,0,2,2,1,3,1,1,,1,1,1,71,1013026
34412,71,252,2,1,272,25,25,4,1,2,0,2,2,2,3,1,1,,1,1,1,71,1013027
34412,71,252,2,1,272,25,25,4,1,2,0,2,3,1,1,1,1,,1,1,1,71,1013028
34579,71,252,2,1,272,25,25,1,2,2,0,1,1,1,1,1,1,,1,1,1,71,1013029
34579,71,252,2,1,272,25,25,1,2,2,0,1,1,2,1,1,1,,1,1,1,71,1013030
34579,71,252,2,1,272,25,25,1,2,2,0,1,2,1,2,1,1,,1,1,1,71,1013031
34579,71,252,2,1,272,25,25,1,2,2,0,1,2,2,2,2,1,,1,1,1,71,1013032
34579,71,252,2,1,272,25,25,1,2,2,0,1,2,3,2,1,1,,1,1,1,71,1013033
43595,71,252,2,2,271,21,59,3,1,1,0,1,2,4,2,1,2,2,1,1,1,71,977864
43590,71,252,2,2,271,21,58,3,1,2,0,1,3,1,,1,1,,1,1,1,71,973764
34579,71,252,2,1,272,25,25,1,2,2,0,1,2,4,1,1,1,,1,1,1,71,1013034
34579,71,252,2,1,272,25,25,1,2,2,0,1,3,1,2,1,1,,1,1,1,71,1013035
34413,71,252,2,1,272,25,25,5,1,1,0,2,2,2,1,1,1,,1,1,1,71,1013036
34413,71,252,2,1,272,25,25,5,1,1,0,2,3,1,3,1,1,,1,1,1,71,1013037
34414,71,252,2,1,272,25,25,6,1,2,0,1,1,1,4,1,1,,1,1,1,71,1013038
34414,71,252,2,1,272,25,25,6,1,2,0,1,2,1,1,1,1,,1,1,1,71,1013039
34414,71,252,2,1,272,25,25,6,1,2,0,1,2,2,4,1,1,,1,1,1,71,1013040
34414,71,252,2,1,272,25,25,6,1,2,0,1,3,1,1,1,1,,1,1,1,71,1013041
34414,71,252,2,1,272,25,25,6,1,2,0,2,1,1,1,1,1,,1,1,1,71,1013042
34519,71,252,2,1,276,11,11,3,2,2,0,1,3,1,1,1,1,,1,1,1,71,969573
34519,71,252,2,1,276,11,11,3,2,2,0,2,1,1,2,2,1,,1,1,1,71,969574
34519,71,252,2,1,276,11,11,3,2,2,0,2,2,1,3,1,1,,1,1,1,71,969575
43731,71,252,2,2,274,15,15,1,2,1,0,1,3,1,1,1,1,,1,1,1,71,970136
43471,71,252,2,2,276,13,13,1,1,1,0,1,3,2,1,1,1,,1,1,1,71,970137
34527,71,252,2,1,276,13,13,5,2,2,0,1,1,1,2,1,1,,1,1,1,71,970139
34527,71,252,2,1,276,13,13,5,2,2,0,1,2,1,1,1,1,,1,1,1,71,970140
34527,71,252,2,1,276,13,13,5,2,2,0,1,2,2,2,1,1,,1,1,1,71,970141
34527,71,252,2,1,276,13,13,5,2,2,0,2,1,1,2,1,1,,1,1,1,71,970143
34527,71,252,2,1,276,13,13,5,2,2,0,2,2,1,2,1,1,,1,1,1,71,970144
34527,71,252,2,1,276,13,13,5,2,2,0,2,2,2,1,1,1,,1,1,1,71,970145
34506,71,252,2,1,275,8,8,1,2,1,0,1,2,2,2,1,1,,1,1,1,71,970339
34506,71,252,2,1,275,8,8,1,2,1,0,1,2,3,1,1,1,,1,1,1,71,970340
34506,71,252,2,1,275,8,8,1,2,1,0,1,2,4,2,1,1,,1,1,1,71,970341
34506,71,252,2,1,275,8,8,1,2,1,0,1,3,1,1,1,1,,1,1,1,71,970342
34506,71,252,2,1,275,8,8,1,2,1,0,1,3,2,2,1,1,,1,1,1,71,970343
34506,71,252,2,1,275,8,8,1,2,1,0,1,1,2,1,1,1,,1,1,1,71,970344
34338,71,252,2,1,275,8,8,3,1,2,0,1,2,1,4,1,1,,1,1,1,71,970346
34338,71,252,2,1,275,8,8,3,1,2,0,1,2,2,2,1,1,,1,1,1,71,970347
34338,71,252,2,1,275,8,8,3,1,2,0,1,3,1,1,1,1,,1,1,1,71,970348
34499,71,252,2,,,,,,,,0,2,2,1,1,1,1,,1,1,1,71,990167
43678,71,252,2,2,272,26,68,1,1,1,0,1,1,1,1,1,1,,1,1,1,71,998830
43678,71,252,2,2,272,26,68,1,1,1,0,1,2,1,2,1,1,,1,1,1,71,998831
43678,71,252,2,2,272,26,68,1,1,1,0,1,2,2,1,1,1,,1,1,1,71,998832
43678,71,252,2,2,272,26,68,1,1,1,0,1,3,1,1,1,1,,1,1,1,71,982369
43499,71,252,2,2,272,26,26,1,1,2,0,1,3,1,1,1,1,,1,1,1,71,982393
43679,71,252,2,2,272,26,68,1,1,2,0,1,2,1,2,1,1,,1,1,1,71,982944
34499,71,252,2,,,,,,,,0,1,2,1,1,1,1,,1,1,1,71,989719
34499,71,252,2,1,275,6,6,2,2,2,0,1,2,2,1,1,1,,1,1,1,71,989720
34330,71,252,2,,,,,,,,0,1,1,1,1,1,1,,1,1,1,71,991608
43499,71,252,2,2,272,26,26,1,1,2,0,1,2,3,2,1,1,,1,1,1,71,982374
43708,71,252,2,,,,,,,,0,1,2,3,2,2,1,,1,1,1,71,982827
43708,71,252,2,,,,,,,,0,1,2,4,2,1,1,,1,1,1,71,982832
34498,71,252,2,,,,,,,,0,1,1,1,1,1,1,,1,1,1,71,983078
43498,71,252,2,2,272,26,26,1,1,1,0,1,1,1,1,1,1,,1,1,1,71,983392
43740,71,252,2,,,,,,,,0,1,2,4,1,1,1,,1,1,1,71,983432
34498,71,252,2,,,,,,,,0,1,2,2,1,1,1,,1,1,1,71,983434
43499,71,252,2,2,272,26,26,1,1,2,0,1,3,2,3,1,1,,1,1,1,71,982079
43499,71,252,2,2,272,26,26,1,1,2,0,1,2,4,2,1,1,,1,1,1,71,982388
43678,71,252,2,2,272,26,68,1,1,1,0,2,2,1,2,1,1,,1,1,1,71,982390
43708,71,252,2,,,,,,,,0,1,2,1,1,1,1,,1,1,1,71,982814
43679,71,252,2,2,272,26,68,1,1,2,0,1,3,1,1,1,1,,1,1,1,71,982964
34330,71,252,2,,,,,,,,0,1,2,2,3,1,1,,1,1,1,71,991792
34423,71,252,2,1,272,26,26,7,1,1,0,2,2,2,7,1,1,,1,1,1,71,991844
34423,71,252,2,1,272,26,26,7,1,1,0,2,3,1,1,1,1,,1,1,1,71,991845
34424,71,252,2,1,272,26,26,8,1,2,0,1,1,1,2,1,1,,1,1,1,71,991846
34424,71,252,2,1,272,26,26,8,1,2,0,1,2,1,1,1,1,,1,1,1,71,991847
34424,71,252,2,1,272,26,26,8,1,2,0,1,2,2,2,1,1,,1,1,1,71,991848
34424,71,252,2,1,272,26,26,8,1,2,0,1,3,1,1,1,1,,1,1,1,71,991849
34424,71,252,2,1,272,26,26,8,1,2,0,2,1,1,1,1,1,,1,1,1,71,991850
34424,71,252,2,1,272,26,26,8,1,2,0,2,2,1,1,1,1,,1,1,1,71,991851
34424,71,252,2,1,272,26,26,8,1,2,0,2,2,2,2,1,1,,1,1,1,71,991852
34424,71,252,2,1,272,26,26,8,1,2,0,2,3,1,1,1,1,,1,1,1,71,991853
43693,71,252,2,2,272,34,76,1,1,2,0,1,1,1,2,1,1,,1,1,1,71,983930
43693,71,252,2,2,272,34,76,1,1,2,0,1,1,2,2,1,1,,1,1,1,71,983931
43693,71,252,2,2,272,34,76,1,1,2,0,1,2,1,1,1,1,,1,1,1,71,983932
43693,71,252,2,2,272,34,76,1,1,2,0,1,2,2,2,1,1,,1,1,1,71,983933
43693,71,252,2,2,272,34,76,1,1,2,0,1,2,4,4,1,2,,1,1,1,71,983935
43693,71,252,2,2,272,34,76,1,1,2,0,1,3,1,1,1,1,,1,1,1,71,983936
43693,71,252,2,2,272,34,76,1,1,2,0,1,3,2,2,1,1,,1,1,1,71,983937
43950,71,252,2,2,272,34,77,1,2,2,0,1,1,1,2,1,1,,1,1,1,71,983938
43950,71,252,2,2,272,34,77,1,2,2,0,1,1,2,1,1,1,,1,1,1,71,983939
43919,71,252,2,2,272,25,66,8,2,1,0,2,2,2,2,1,1,,1,1,1,71,983950
43919,71,252,2,2,272,25,66,8,2,1,0,2,3,1,1,2,1,,1,1,1,71,983951
43919,71,252,2,2,272,25,66,8,2,1,0,1,1,1,2,1,1,,1,1,1,71,983952
43919,71,252,2,2,272,25,66,8,2,1,0,1,2,1,1,2,1,,1,1,1,71,983953
43919,71,252,2,2,272,25,66,8,2,1,0,1,2,2,1,1,1,,1,1,1,71,983954
43919,71,252,2,2,272,25,66,8,2,1,0,1,3,1,2,1,1,,1,1,1,71,983955
43507,71,252,2,2,272,31,31,1,1,1,0,1,1,1,1,2,1,,1,1,1,71,983956
43507,71,252,2,2,272,31,31,1,1,1,0,1,1,2,2,2,1,,1,1,1,71,983957
43507,71,252,2,2,272,31,31,1,1,1,0,1,2,1,2,2,1,9,1,1,1,71,983958
43507,71,252,2,2,272,31,31,1,1,1,0,1,2,2,2,2,1,,1,1,1,71,983959
43751,71,252,2,2,272,25,25,2,2,1,0,1,2,1,2,2,1,,1,1,1,71,984041
43751,71,252,2,2,272,25,25,2,2,1,0,1,2,3,2,2,1,,1,1,1,71,984043
43751,71,252,2,2,272,25,25,2,2,1,0,1,2,4,1,2,2,2,1,1,1,71,984044
43751,71,252,2,2,272,25,25,2,2,1,0,1,3,1,2,2,1,,1,1,1,71,984045
43751,71,252,2,2,272,25,25,2,2,1,0,1,3,2,2,2,1,,1,1,1,71,984046
43763,71,252,2,2,272,31,31,1,2,2,0,2,1,1,3,1,2,2,1,1,1,71,984047
43763,71,252,2,2,272,31,31,1,2,2,0,2,2,1,2,1,2,2,1,1,1,71,984048
43763,71,252,2,2,272,31,31,1,2,2,0,2,2,2,7,1,1,,1,1,1,71,984049
43763,71,252,2,2,272,31,31,1,2,2,0,2,3,1,1,1,2,3,1,1,1,71,984050
43951,71,252,2,2,272,34,77,2,2,1,0,1,3,2,1,1,1,,1,1,1,71,984062
43951,71,252,2,2,272,34,77,2,2,1,0,1,3,1,2,1,1,,1,1,1,71,984063
43513,71,252,2,2,272,34,34,1,1,2,0,1,1,2,2,1,1,,1,1,1,71,984064
43513,71,252,2,2,272,34,34,1,1,2,0,1,2,1,2,1,1,,1,1,1,71,984065
43513,71,252,2,2,272,34,34,1,1,2,0,1,2,2,2,1,1,,1,1,1,71,984066
43513,71,252,2,2,272,34,34,1,1,2,0,1,2,3,2,1,1,,1,1,1,71,984067
43513,71,252,2,2,272,34,34,1,1,2,0,1,2,4,3,1,1,,1,1,1,71,984068
43513,71,252,2,2,272,34,34,1,1,2,0,1,3,1,2,1,1,,1,1,1,71,984069
43513,71,252,2,2,272,34,34,1,1,2,0,1,1,1,3,1,1,,1,1,1,71,984071
43763,71,252,2,2,272,31,31,1,2,2,,1,1,1,2,1,2,2,1,1,1,71,984072
43763,71,252,2,2,272,31,31,1,2,2,0,1,2,1,2,1,1,,1,1,1,71,984073
43763,71,252,2,2,272,31,31,1,2,2,0,1,2,2,1,1,1,,1,1,1,71,984074
43763,71,252,2,2,272,31,31,1,2,2,0,1,3,1,1,1,1,,1,1,1,71,984075
34451,71,252,2,1,272,31,31,5,1,1,0,1,1,1,1,2,1,,1,1,1,71,984076
34451,71,252,2,1,272,31,31,5,1,1,0,1,2,1,4,2,1,,1,1,1,71,984077
34451,71,252,2,1,272,31,31,5,1,1,0,1,2,2,3,1,1,,1,1,1,71,984078
34451,71,252,2,1,272,31,31,5,1,1,0,1,3,1,1,2,1,,1,1,1,71,984079
34451,71,252,2,1,272,31,31,5,1,1,0,2,1,1,4,1,1,,1,1,1,71,984080
34451,71,252,2,1,272,31,31,5,1,1,0,2,2,1,4,1,1,,1,1,1,71,984081
43696,71,252,2,2,272,34,77,2,1,2,0,1,1,1,2,1,1,,1,1,1,71,984082
43696,71,252,2,2,272,34,77,2,1,2,0,1,1,2,2,1,1,,1,1,1,71,984083
43696,71,252,2,2,272,34,77,2,1,2,0,1,3,2,2,1,2,2,1,1,1,71,984084
43696,71,252,2,2,272,34,77,2,1,2,0,1,2,1,3,1,1,,1,1,1,71,984085
43696,71,252,2,2,272,34,77,2,1,2,0,1,2,3,2,1,1,,1,1,1,71,984086
43696,71,252,2,2,272,34,77,2,1,2,0,1,3,1,2,1,1,,1,1,1,71,984088
43512,71,252,2,2,272,34,34,1,1,1,0,1,1,1,6,1,1,,1,1,1,71,984090
43678,71,252,2,2,272,26,68,1,1,1,0,2,1,1,1,1,1,,1,1,1,71,982370
43499,71,252,2,2,272,26,26,1,1,2,0,1,2,2,1,1,1,,1,1,1,71,982371
43679,71,252,2,2,272,26,68,1,1,2,0,2,2,2,3,1,1,,1,1,1,71,983022
43498,71,252,2,2,272,26,26,1,1,1,0,1,2,1,1,1,1,,1,1,1,71,983845
34620,71,252,2,1,272,31,31,4,2,1,0,1,1,1,2,2,1,,1,1,1,71,983940
34620,71,252,2,1,272,31,31,4,2,1,0,1,2,1,2,1,1,,1,1,1,71,983941
34620,71,252,2,1,272,31,31,4,2,1,0,1,2,2,2,2,1,,1,1,1,71,983942
34620,71,252,2,1,272,31,31,4,2,1,0,2,1,1,6,1,1,,1,1,1,71,983944
34620,71,252,2,1,272,31,31,4,2,1,0,2,2,1,1,2,1,,1,1,1,71,983945
34620,71,252,2,1,272,31,31,4,2,1,0,2,2,2,2,2,1,,1,1,1,71,983946
34620,71,252,2,1,272,31,31,4,2,1,0,2,3,1,2,2,1,,1,1,1,71,983947
43751,71,252,2,2,272,25,25,2,2,1,0,1,1,1,3,2,1,,1,1,1,71,983948
43751,71,252,2,2,272,25,25,2,2,1,0,1,1,2,2,1,1,,1,1,1,71,983949
34467,71,252,2,1,272,35,35,1,1,1,0,1,2,4,2,1,1,,1,1,1,71,983971
34467,71,252,2,1,272,35,35,1,1,1,0,1,3,1,2,1,1,,1,1,1,71,983972
43708,71,252,2,,,,,,,,0,1,1,1,2,2,1,,1,1,1,71,982701
43679,71,252,2,2,272,26,68,1,1,2,0,2,1,1,1,1,1,,1,1,1,71,983041
43498,71,252,2,2,272,26,26,1,1,1,0,1,1,2,5,1,1,,1,1,1,71,983725
34631,71,252,2,1,272,34,34,2,2,2,0,1,1,1,1,1,1,,1,1,1,71,983922
34631,71,252,2,1,272,34,34,2,2,2,0,1,2,1,1,1,1,,1,1,1,71,983923
34631,71,252,2,1,272,34,34,2,2,2,0,1,2,2,3,1,1,,1,1,1,71,983924
34631,71,252,2,1,272,34,34,2,2,2,0,1,3,1,1,1,1,,1,1,1,71,983925
34631,71,252,2,1,272,34,34,2,2,2,0,2,1,1,1,1,1,,1,1,1,71,983926
34631,71,252,2,1,272,34,34,2,2,2,0,2,2,1,1,1,1,,1,1,1,71,983927
34631,71,252,2,1,272,34,34,2,2,2,0,2,3,1,1,1,1,,1,1,1,71,983929
34464,71,252,2,1,272,34,34,5,1,2,0,2,1,1,3,1,1,,1,1,1,71,984052
34464,71,252,2,1,272,34,34,5,1,2,0,2,2,1,1,1,1,,1,1,1,71,984053
34464,71,252,2,1,272,34,34,5,1,2,0,2,2,2,2,1,1,,1,1,1,71,984054
34464,71,252,2,1,272,34,34,5,1,2,0,2,3,1,3,1,1,,1,1,1,71,984055
43505,71,252,2,2,272,30,30,1,1,1,0,1,2,4,2,1,1,,1,1,1,71,984056
43505,71,252,2,2,272,30,30,1,1,1,0,1,1,2,1,1,1,,1,1,1,71,984057
43505,71,252,2,2,272,30,30,1,1,1,0,1,3,1,1,1,2,9,1,1,1,71,984058
43505,71,252,2,2,272,30,30,1,1,1,0,1,2,1,3,1,1,,1,1,1,71,984059
43505,71,252,2,2,272,30,30,1,1,1,0,1,3,2,1,1,1,,1,1,1,71,984060
43505,71,252,2,2,272,30,30,1,1,1,0,1,1,1,2,1,1,,1,1,1,71,984061
43512,71,252,2,2,272,34,34,1,1,1,0,1,1,2,2,1,1,,1,1,1,71,984091
43666,71,252,2,2,272,25,66,9,1,1,0,2,1,1,1,1,1,,1,1,1,71,984093
43666,71,252,2,2,272,25,66,9,1,1,0,2,2,2,2,1,1,,1,1,1,71,984094
43666,71,252,2,2,272,25,66,9,1,1,0,2,2,1,3,1,1,,1,1,1,71,984095
43666,71,252,2,2,272,25,66,9,1,1,0,2,3,1,1,1,2,2,1,1,1,71,984096
43662,71,252,2,2,272,25,66,6,1,2,0,1,3,2,1,1,1,,1,1,1,71,984097
43662,71,252,2,2,272,25,66,6,1,2,0,1,1,1,1,1,1,,1,1,1,71,984098
43662,71,252,2,2,272,25,66,6,1,2,0,1,3,1,1,1,1,,1,1,1,71,984099
43662,71,252,2,2,272,25,66,6,1,2,0,1,2,2,1,1,1,,1,1,1,71,984100
43662,71,252,2,2,272,25,66,6,1,2,0,1,2,3,1,1,1,,1,1,1,71,984101
43662,71,252,2,2,272,25,66,6,1,2,0,1,1,2,1,1,1,,1,1,1,71,984102
43949,71,252,2,2,272,34,77,1,2,1,0,1,2,1,2,1,1,,1,1,1,71,984123
43949,71,252,2,2,272,34,77,1,2,1,0,1,2,2,1,1,1,,1,1,1,71,984124
43949,71,252,2,2,272,34,77,1,2,1,0,1,2,3,2,1,2,,1,1,1,71,984125
43949,71,252,2,2,272,34,77,1,2,1,0,1,2,4,2,1,1,,1,1,1,71,984126
43949,71,252,2,2,272,34,77,1,2,1,0,1,3,1,3,1,1,,1,1,1,71,984127
43949,71,252,2,2,272,34,77,1,2,1,0,1,3,2,2,1,1,,1,1,1,71,984128
34630,71,252,2,1,272,34,34,1,2,1,0,2,2,1,1,1,1,,1,1,1,71,984129
34630,71,252,2,1,272,34,34,1,2,1,0,2,1,1,2,1,1,,1,1,1,71,984130
34630,71,252,2,1,272,34,34,1,2,1,0,2,3,1,1,1,2,9,1,1,1,71,984131
34630,71,252,2,1,272,34,34,1,2,1,0,2,2,2,2,1,1,,1,1,1,71,984132
43947,71,252,2,2,272,34,76,1,2,1,0,1,2,1,2,1,1,1,1,1,1,71,984133
43947,71,252,2,2,272,34,76,1,2,1,0,1,2,2,2,2,1,,1,1,1,71,984134
43947,71,252,2,2,272,34,76,1,2,1,0,1,2,3,2,1,1,,1,1,1,71,984135
43947,71,252,2,2,272,34,76,1,2,1,0,1,2,4,2,1,1,,1,1,1,71,984136
34467,71,252,2,1,272,35,35,1,1,1,0,1,3,2,2,1,1,,1,1,1,71,983973
43692,71,252,2,2,272,34,76,1,1,1,0,1,1,1,3,1,1,,1,1,1,71,983974
43692,71,252,2,2,272,34,76,1,1,1,0,1,2,1,2,1,1,,1,1,1,71,983975
43692,71,252,2,2,272,34,76,1,1,1,0,1,2,2,9,1,1,,1,1,1,71,983976
43692,71,252,2,2,272,34,76,1,1,1,0,1,2,3,4,1,1,,1,1,1,71,983977
43692,71,252,2,2,272,34,76,1,1,1,0,1,2,4,2,1,1,,1,1,1,71,983978
43692,71,252,2,2,272,34,76,1,1,1,0,1,2,5,2,1,1,,1,1,1,71,983979
34445,71,252,2,1,272,30,30,6,1,1,0,2,2,2,4,1,1,,1,1,1,71,983980
34445,71,252,2,1,272,30,30,6,1,1,0,2,3,1,2,1,1,,1,1,1,71,983981
43944,71,252,2,2,272,30,74,2,2,2,0,1,2,1,2,1,1,,1,1,1,71,983982
43944,71,252,2,2,272,30,74,2,2,2,0,1,2,3,4,1,1,,1,1,1,71,983983
43944,71,252,2,2,272,30,74,2,2,2,0,1,3,2,2,1,1,,1,1,1,71,983984
43944,71,252,2,2,272,30,74,2,2,2,0,1,1,1,5,1,1,,1,1,1,71,983985
43944,71,252,2,2,272,30,74,2,2,2,0,1,2,2,3,1,1,,1,1,1,71,983986
43944,71,252,2,2,272,30,74,2,2,2,0,1,1,2,2,1,1,,1,1,1,71,983987
43944,71,252,2,2,272,30,74,2,2,2,0,1,3,1,1,1,1,,1,1,1,71,983988
43944,71,252,2,2,272,30,74,2,2,2,0,1,2,4,2,1,1,,1,1,1,71,983989
34619,71,252,2,1,272,31,31,3,2,2,0,1,3,1,1,1,1,,1,1,1,71,984001
34619,71,252,2,1,272,31,31,3,2,2,0,2,1,1,2,1,1,,1,1,1,71,984002
34619,71,252,2,1,272,31,31,3,2,2,0,2,2,1,2,1,1,,1,1,1,71,984003
34619,71,252,2,1,272,31,31,3,2,2,0,2,2,2,2,1,1,,1,1,1,71,984004
34619,71,252,2,1,272,31,31,3,2,2,0,2,3,1,1,1,1,,1,1,1,71,984005
